,date,state,cases,deaths,infected
108,2020-02-06,California,6,0,0
109,2020-02-06,Illinois,2,0,0
110,2020-02-06,Massachusetts,1,0,0
111,2020-02-06,Washington,1,0,0
112,2020-02-06,Wisconsin,1,0,0
113,2020-02-07,Arizona,1,0,0
114,2020-02-07,California,6,0,0
115,2020-02-07,Illinois,2,0,0
116,2020-02-07,Massachusetts,1,0,0
117,2020-02-07,Washington,1,0,0
118,2020-02-07,Wisconsin,1,0,0
119,2020-02-08,Arizona,1,0,0
120,2020-02-08,California,6,0,0
121,2020-02-08,Illinois,2,0,0
122,2020-02-08,Massachusetts,1,0,0
123,2020-02-08,Washington,1,0,0
124,2020-02-08,Wisconsin,1,0,0
125,2020-02-09,Arizona,1,0,0
126,2020-02-09,California,6,0,0
127,2020-02-09,Illinois,2,0,0
128,2020-02-09,Massachusetts,1,0,0
129,2020-02-09,Washington,1,0,0
130,2020-02-09,Wisconsin,1,0,0
131,2020-02-10,Arizona,1,0,0
132,2020-02-10,California,7,0,1
133,2020-02-10,Illinois,2,0,0
134,2020-02-10,Massachusetts,1,0,0
135,2020-02-10,Washington,1,0,0
136,2020-02-10,Wisconsin,1,0,0
137,2020-02-11,Arizona,1,0,0
138,2020-02-11,California,7,0,0
139,2020-02-11,Illinois,2,0,0
140,2020-02-11,Massachusetts,1,0,0
141,2020-02-11,Washington,1,0,0
142,2020-02-11,Wisconsin,1,0,0
143,2020-02-12,Arizona,1,0,0
144,2020-02-12,California,7,0,0
145,2020-02-12,Illinois,2,0,0
146,2020-02-12,Massachusetts,1,0,0
147,2020-02-12,Texas,1,0,1
148,2020-02-12,Washington,1,0,0
149,2020-02-12,Wisconsin,1,0,0
150,2020-02-13,Arizona,1,0,0
151,2020-02-13,California,7,0,0
152,2020-02-13,Illinois,2,0,0
153,2020-02-13,Massachusetts,1,0,0
154,2020-02-13,Texas,2,0,1
155,2020-02-13,Washington,1,0,0
156,2020-02-13,Wisconsin,1,0,0
157,2020-02-14,Arizona,1,0,0
158,2020-02-14,California,7,0,0
159,2020-02-14,Illinois,2,0,0
160,2020-02-14,Massachusetts,1,0,0
161,2020-02-14,Texas,2,0,0
162,2020-02-14,Washington,1,0,0
163,2020-02-14,Wisconsin,1,0,0
164,2020-02-15,Arizona,1,0,0
165,2020-02-15,California,7,0,0
166,2020-02-15,Illinois,2,0,0
167,2020-02-15,Massachusetts,1,0,0
168,2020-02-15,Texas,2,0,0
169,2020-02-15,Washington,1,0,0
170,2020-02-15,Wisconsin,1,0,0
171,2020-02-16,Arizona,1,0,0
172,2020-02-16,California,7,0,0
173,2020-02-16,Illinois,2,0,0
174,2020-02-16,Massachusetts,1,0,0
175,2020-02-16,Texas,2,0,0
176,2020-02-16,Washington,1,0,0
177,2020-02-16,Wisconsin,1,0,0
178,2020-02-17,Arizona,1,0,0
179,2020-02-17,California,7,0,0
180,2020-02-17,Illinois,2,0,0
181,2020-02-17,Massachusetts,1,0,0
182,2020-02-17,Nebraska,10,0,10
183,2020-02-17,Texas,2,0,0
184,2020-02-17,Washington,1,0,0
185,2020-02-17,Wisconsin,1,0,0
186,2020-02-18,Arizona,1,0,0
187,2020-02-18,California,7,0,0
188,2020-02-18,Illinois,2,0,0
189,2020-02-18,Massachusetts,1,0,0
190,2020-02-18,Nebraska,10,0,0
191,2020-02-18,Texas,2,0,0
192,2020-02-18,Washington,1,0,0
193,2020-02-18,Wisconsin,1,0,0
194,2020-02-19,Arizona,1,0,0
195,2020-02-19,California,7,0,0
196,2020-02-19,Illinois,2,0,0
197,2020-02-19,Massachusetts,1,0,0
198,2020-02-19,Nebraska,10,0,0
199,2020-02-19,Texas,2,0,0
200,2020-02-19,Washington,1,0,0
201,2020-02-19,Wisconsin,1,0,0
202,2020-02-20,Arizona,1,0,0
203,2020-02-20,California,8,0,1
204,2020-02-20,Illinois,2,0,0
205,2020-02-20,Massachusetts,1,0,0
206,2020-02-20,Nebraska,11,0,1
207,2020-02-20,Texas,2,0,0
208,2020-02-20,Washington,1,0,0
209,2020-02-20,Wisconsin,1,0,0
210,2020-02-21,Arizona,1,0,0
211,2020-02-21,California,9,0,1
212,2020-02-21,Illinois,2,0,0
213,2020-02-21,Massachusetts,1,0,0
214,2020-02-21,Nebraska,11,0,0
215,2020-02-21,Texas,4,0,2
216,2020-02-21,Washington,1,0,0
217,2020-02-21,Wisconsin,1,0,0
218,2020-02-22,Arizona,1,0,0
219,2020-02-22,California,9,0,0
220,2020-02-22,Illinois,2,0,0
221,2020-02-22,Massachusetts,1,0,0
222,2020-02-22,Nebraska,11,0,0
223,2020-02-22,Texas,4,0,0
224,2020-02-22,Washington,1,0,0
225,2020-02-22,Wisconsin,1,0,0
226,2020-02-23,Arizona,1,0,0
227,2020-02-23,California,9,0,0
228,2020-02-23,Illinois,2,0,0
229,2020-02-23,Massachusetts,1,0,0
230,2020-02-23,Nebraska,11,0,0
231,2020-02-23,Texas,4,0,0
232,2020-02-23,Washington,1,0,0
233,2020-02-23,Wisconsin,1,0,0
234,2020-02-24,Arizona,1,0,0
235,2020-02-24,California,11,0,2
236,2020-02-24,Illinois,2,0,0
237,2020-02-24,Massachusetts,1,0,0
238,2020-02-24,Nebraska,12,0,1
239,2020-02-24,Texas,10,0,6
240,2020-02-24,Washington,5,0,4
241,2020-02-24,Wisconsin,1,0,0
242,2020-02-25,Arizona,1,0,0
243,2020-02-25,California,11,0,0
244,2020-02-25,Illinois,2,0,0
245,2020-02-25,Massachusetts,1,0,0
246,2020-02-25,Nebraska,13,0,1
247,2020-02-25,Texas,10,0,0
248,2020-02-25,Utah,1,0,1
249,2020-02-25,Washington,5,0,0
250,2020-02-25,Wisconsin,1,0,0
251,2020-02-26,Arizona,1,0,0
252,2020-02-26,California,26,0,15
253,2020-02-26,Illinois,2,0,0
254,2020-02-26,Massachusetts,1,0,0
255,2020-02-26,Nebraska,13,0,0
256,2020-02-26,Texas,10,0,0
257,2020-02-26,Utah,1,0,0
258,2020-02-26,Washington,5,0,0
259,2020-02-26,Wisconsin,1,0,0
260,2020-02-27,Arizona,1,0,0
261,2020-02-27,California,26,0,0
262,2020-02-27,Illinois,2,0,0
263,2020-02-27,Massachusetts,1,0,0
264,2020-02-27,Nebraska,13,0,0
265,2020-02-27,Texas,10,0,0
266,2020-02-27,Utah,1,0,0
267,2020-02-27,Washington,5,0,0
268,2020-02-27,Wisconsin,1,0,0
269,2020-02-28,Arizona,1,0,0
270,2020-02-28,California,27,0,1
271,2020-02-28,Illinois,2,0,0
272,2020-02-28,Massachusetts,1,0,0
273,2020-02-28,Nebraska,13,0,0
274,2020-02-28,Oregon,1,0,1
275,2020-02-28,Texas,11,0,1
276,2020-02-28,Utah,1,0,0
277,2020-02-28,Washington,7,0,2
278,2020-02-28,Wisconsin,1,0,0
279,2020-02-29,Arizona,1,0,0
280,2020-02-29,California,28,0,1
281,2020-02-29,Illinois,3,0,1
282,2020-02-29,Massachusetts,1,0,0
283,2020-02-29,Nebraska,13,0,0
284,2020-02-29,Oregon,1,0,0
285,2020-02-29,Texas,11,0,0
286,2020-02-29,Utah,1,0,0
287,2020-02-29,Washington,10,1,3
288,2020-02-29,Wisconsin,1,0,0
289,2020-03-01,Arizona,1,0,0
290,2020-03-01,California,33,0,5
291,2020-03-01,Florida,2,0,2
292,2020-03-01,Illinois,3,0,0
293,2020-03-01,Massachusetts,1,0,0
294,2020-03-01,Nebraska,13,0,0
295,2020-03-01,New York,1,0,1
296,2020-03-01,Oregon,2,0,1
297,2020-03-01,Rhode Island,2,0,2
298,2020-03-01,Texas,11,0,0
299,2020-03-01,Utah,1,0,0
300,2020-03-01,Washington,17,3,7
301,2020-03-01,Wisconsin,1,0,0
302,2020-03-02,Arizona,1,0,0
303,2020-03-02,California,38,0,5
304,2020-03-02,Florida,2,0,0
305,2020-03-02,Georgia,2,0,2
306,2020-03-02,Illinois,4,0,1
307,2020-03-02,Massachusetts,2,0,1
308,2020-03-02,Nebraska,13,0,0
309,2020-03-02,New Hampshire,1,0,1
310,2020-03-02,New York,1,0,0
311,2020-03-02,Oregon,2,0,0
312,2020-03-02,Rhode Island,2,0,0
313,2020-03-02,Texas,11,0,0
314,2020-03-02,Utah,1,0,0
315,2020-03-02,Washington,23,6,6
316,2020-03-02,Wisconsin,1,0,0
317,2020-03-03,Arizona,2,0,1
318,2020-03-03,California,45,0,7
319,2020-03-03,Florida,3,0,1
320,2020-03-03,Georgia,2,0,0
321,2020-03-03,Illinois,4,0,0
322,2020-03-03,Massachusetts,2,0,0
323,2020-03-03,Nebraska,13,0,0
324,2020-03-03,New Hampshire,2,0,1
325,2020-03-03,New York,2,0,1
326,2020-03-03,North Carolina,1,0,1
327,2020-03-03,Oregon,2,0,0
328,2020-03-03,Rhode Island,2,0,0
329,2020-03-03,Texas,11,0,0
330,2020-03-03,Utah,1,0,0
331,2020-03-03,Washington,32,10,9
332,2020-03-03,Wisconsin,1,0,0
333,2020-03-04,Arizona,2,0,0
334,2020-03-04,California,55,1,10
335,2020-03-04,Florida,3,0,0
336,2020-03-04,Georgia,2,0,0
337,2020-03-04,Illinois,4,0,0
338,2020-03-04,Massachusetts,2,0,0
339,2020-03-04,Nebraska,13,0,0
340,2020-03-04,New Hampshire,2,0,0
341,2020-03-04,New Jersey,1,0,1
342,2020-03-04,New York,11,0,9
343,2020-03-04,North Carolina,1,0,0
344,2020-03-04,Oregon,2,0,0
345,2020-03-04,Rhode Island,2,0,0
346,2020-03-04,Texas,12,0,1
347,2020-03-04,Utah,1,0,0
348,2020-03-04,Washington,47,11,15
349,2020-03-04,Wisconsin,1,0,0
350,2020-03-05,Arizona,2,0,0
351,2020-03-05,California,67,1,12
352,2020-03-05,Colorado,2,0,2
353,2020-03-05,Florida,4,0,1
354,2020-03-05,Georgia,2,0,0
355,2020-03-05,Illinois,5,0,1
356,2020-03-05,Maryland,3,0,3
357,2020-03-05,Massachusetts,3,0,1
358,2020-03-05,Nebraska,13,0,0
359,2020-03-05,Nevada,2,0,2
360,2020-03-05,New Hampshire,2,0,0
361,2020-03-05,New Jersey,2,0,1
362,2020-03-05,New York,22,0,11
363,2020-03-05,North Carolina,1,0,0
364,2020-03-05,Oregon,2,0,0
365,2020-03-05,Rhode Island,2,0,0
366,2020-03-05,Tennessee,1,0,1
367,2020-03-05,Texas,16,0,4
368,2020-03-05,Utah,1,0,0
369,2020-03-05,Washington,75,11,28
370,2020-03-05,Wisconsin,1,0,0
371,2020-03-06,Arizona,3,0,1
372,2020-03-06,California,81,1,14
373,2020-03-06,Colorado,8,0,6
374,2020-03-06,Florida,7,2,3
375,2020-03-06,Georgia,3,0,1
376,2020-03-06,Hawaii,1,0,1
377,2020-03-06,Illinois,6,0,1
378,2020-03-06,Indiana,1,0,1
379,2020-03-06,Kentucky,1,0,1
380,2020-03-06,Maryland,3,0,0
381,2020-03-06,Massachusetts,8,0,5
382,2020-03-06,Minnesota,1,0,1
383,2020-03-06,Nebraska,14,0,1
384,2020-03-06,Nevada,2,0,0
385,2020-03-06,New Hampshire,2,0,0
386,2020-03-06,New Jersey,4,0,2
387,2020-03-06,New York,44,0,22
388,2020-03-06,North Carolina,2,0,1
389,2020-03-06,Oklahoma,1,0,1
390,2020-03-06,Oregon,2,0,0
391,2020-03-06,Pennsylvania,2,0,2
392,2020-03-06,Rhode Island,3,0,1
393,2020-03-06,South Carolina,2,0,2
394,2020-03-06,Tennessee,1,0,0
395,2020-03-06,Texas,19,0,3
396,2020-03-06,Utah,3,0,2
397,2020-03-06,Washington,86,12,11
398,2020-03-06,Wisconsin,1,0,0
399,2020-03-07,Arizona,5,0,2
400,2020-03-07,California,100,1,19
401,2020-03-07,Colorado,8,0,0
402,2020-03-07,District of Columbia,1,0,0
403,2020-03-07,Florida,12,2,5
404,2020-03-07,Georgia,7,0,4
405,2020-03-07,Hawaii,1,0,0
406,2020-03-07,Illinois,6,0,0
407,2020-03-07,Indiana,1,0,0
408,2020-03-07,Kansas,1,0,1
409,2020-03-07,Kentucky,1,0,0
410,2020-03-07,Maryland,3,0,0
411,2020-03-07,Massachusetts,13,0,5
412,2020-03-07,Minnesota,1,0,0
413,2020-03-07,Missouri,1,0,1
414,2020-03-07,Nebraska,14,0,0
415,2020-03-07,Nevada,2,0,0
416,2020-03-07,New Hampshire,4,0,2
417,2020-03-07,New Jersey,4,0,0
418,2020-03-07,New York,89,0,45
419,2020-03-07,North Carolina,2,0,0
420,2020-03-07,Oklahoma,1,0,0
421,2020-03-07,Oregon,6,0,4
422,2020-03-07,Pennsylvania,4,0,2
423,2020-03-07,Rhode Island,3,0,0
424,2020-03-07,South Carolina,2,0,0
425,2020-03-07,Tennessee,1,0,0
426,2020-03-07,Texas,19,0,0
427,2020-03-07,Utah,3,0,0
428,2020-03-07,Vermont,1,0,1
429,2020-03-07,Virginia,1,0,1
430,2020-03-07,Washington,110,16,24
431,2020-03-07,Wisconsin,1,0,0
432,2020-03-08,Arizona,5,0,0
433,2020-03-08,California,112,1,12
434,2020-03-08,Colorado,8,0,0
435,2020-03-08,Connecticut,1,0,1
436,2020-03-08,District of Columbia,1,0,0
437,2020-03-08,Florida,13,2,1
438,2020-03-08,Georgia,11,0,4
439,2020-03-08,Hawaii,2,0,1
440,2020-03-08,Illinois,7,0,1
441,2020-03-08,Indiana,2,0,1
442,2020-03-08,Iowa,3,0,3
443,2020-03-08,Kansas,1,0,0
444,2020-03-08,Kentucky,4,0,3
445,2020-03-08,Maryland,5,0,2
446,2020-03-08,Massachusetts,28,0,15
447,2020-03-08,Minnesota,2,0,1
448,2020-03-08,Missouri,1,0,0
449,2020-03-08,Nebraska,16,0,2
450,2020-03-08,Nevada,4,0,2
451,2020-03-08,New Hampshire,4,0,0
452,2020-03-08,New Jersey,6,0,2
453,2020-03-08,New York,106,0,17
454,2020-03-08,North Carolina,2,0,0
455,2020-03-08,Oklahoma,1,0,0
456,2020-03-08,Oregon,13,0,7
457,2020-03-08,Pennsylvania,6,0,2
458,2020-03-08,Rhode Island,3,0,0
459,2020-03-08,South Carolina,6,0,4
460,2020-03-08,Tennessee,3,0,2
461,2020-03-08,Texas,23,0,4
462,2020-03-08,Utah,3,0,0
463,2020-03-08,Vermont,1,0,0
464,2020-03-08,Virginia,2,0,1
465,2020-03-08,Washington,141,19,31
466,2020-03-08,Wisconsin,1,0,0
467,2020-03-09,Arizona,6,0,1
468,2020-03-09,California,172,2,60
469,2020-03-09,Colorado,12,0,4
470,2020-03-09,Connecticut,2,0,1
471,2020-03-09,District of Columbia,4,0,0
472,2020-03-09,Florida,14,2,1
473,2020-03-09,Georgia,17,0,6
474,2020-03-09,Hawaii,2,0,0
475,2020-03-09,Illinois,11,0,4
476,2020-03-09,Indiana,4,0,2
477,2020-03-09,Iowa,8,0,5
478,2020-03-09,Kansas,1,0,0
479,2020-03-09,Kentucky,5,0,1
480,2020-03-09,Louisiana,1,0,1
481,2020-03-09,Maryland,6,0,1
482,2020-03-09,Massachusetts,41,0,13
483,2020-03-09,Minnesota,2,0,0
484,2020-03-09,Missouri,1,0,0
485,2020-03-09,Nebraska,16,0,0
486,2020-03-09,Nevada,4,0,0
487,2020-03-09,New Hampshire,4,0,0
488,2020-03-09,New Jersey,11,0,5
489,2020-03-09,New York,142,0,36
490,2020-03-09,North Carolina,7,0,5
491,2020-03-09,Ohio,3,0,3
492,2020-03-09,Oklahoma,1,0,0
493,2020-03-09,Oregon,13,0,0
494,2020-03-09,Pennsylvania,10,0,4
495,2020-03-09,Rhode Island,3,0,0
496,2020-03-09,South Carolina,7,0,1
497,2020-03-09,Tennessee,4,0,1
498,2020-03-09,Texas,24,0,1
499,2020-03-09,Utah,3,0,0
500,2020-03-09,Vermont,1,0,0
501,2020-03-09,Virginia,5,0,3
502,2020-03-09,Washington,179,22,38
503,2020-03-09,Wisconsin,2,0,1
504,2020-03-10,Arizona,6,0,0
505,2020-03-10,California,179,3,7
506,2020-03-10,Colorado,17,0,5
507,2020-03-10,Connecticut,2,0,0
508,2020-03-10,District of Columbia,4,0,0
509,2020-03-10,Florida,23,2,9
510,2020-03-10,Georgia,22,0,5
511,2020-03-10,Hawaii,2,0,0
512,2020-03-10,Illinois,19,0,8
513,2020-03-10,Indiana,6,0,2
514,2020-03-10,Iowa,13,0,5
515,2020-03-10,Kansas,1,0,0
516,2020-03-10,Kentucky,7,0,2
517,2020-03-10,Louisiana,6,0,5
518,2020-03-10,Maryland,9,0,3
519,2020-03-10,Massachusetts,92,0,51
520,2020-03-10,Michigan,2,0,2
521,2020-03-10,Minnesota,3,0,1
522,2020-03-10,Missouri,1,0,0
523,2020-03-10,Nebraska,17,0,1
524,2020-03-10,Nevada,4,0,0
525,2020-03-10,New Hampshire,5,0,1
526,2020-03-10,New Jersey,15,1,4
527,2020-03-10,New York,173,0,31
528,2020-03-10,North Carolina,7,0,0
529,2020-03-10,Ohio,3,0,0
530,2020-03-10,Oklahoma,2,0,1
531,2020-03-10,Oregon,14,0,1
532,2020-03-10,Pennsylvania,12,0,2
533,2020-03-10,Rhode Island,5,0,2
534,2020-03-10,South Carolina,9,0,2
535,2020-03-10,South Dakota,5,1,5
536,2020-03-10,Tennessee,7,0,3
537,2020-03-10,Texas,31,0,7
538,2020-03-10,Utah,4,0,1
539,2020-03-10,Vermont,1,0,0
540,2020-03-10,Virginia,8,0,3
541,2020-03-10,Washington,279,24,100
542,2020-03-10,Wisconsin,3,0,1
543,2020-03-11,Arizona,9,0,3
544,2020-03-11,Arkansas,1,0,1
545,2020-03-11,California,202,4,23
546,2020-03-11,Colorado,34,0,17
547,2020-03-11,Connecticut,3,0,1
548,2020-03-11,Delaware,1,0,1
549,2020-03-11,District of Columbia,10,0,0
550,2020-03-11,Florida,26,2,3
551,2020-03-11,Georgia,31,0,9
552,2020-03-11,Hawaii,2,0,0
553,2020-03-11,Illinois,25,0,6
554,2020-03-11,Indiana,11,0,5
555,2020-03-11,Iowa,14,0,1
556,2020-03-11,Kansas,1,0,0
557,2020-03-11,Kentucky,7,0,0
558,2020-03-11,Louisiana,13,0,7
559,2020-03-11,Maryland,13,0,4
560,2020-03-11,Massachusetts,95,0,3
561,2020-03-11,Michigan,2,0,0
562,2020-03-11,Minnesota,5,0,2
563,2020-03-11,Mississippi,1,0,1
564,2020-03-11,Missouri,1,0,0
565,2020-03-11,Nebraska,23,0,6
566,2020-03-11,Nevada,7,0,3
567,2020-03-11,New Hampshire,5,0,0
568,2020-03-11,New Jersey,23,1,8
569,2020-03-11,New Mexico,4,0,4
570,2020-03-11,New York,217,0,44
571,2020-03-11,North Carolina,8,0,1
572,2020-03-11,North Dakota,1,0,1
573,2020-03-11,Ohio,4,0,1
574,2020-03-11,Oklahoma,2,0,0
575,2020-03-11,Oregon,20,0,6
576,2020-03-11,Pennsylvania,16,0,4
577,2020-03-11,Rhode Island,5,0,0
578,2020-03-11,South Carolina,10,0,1
579,2020-03-11,South Dakota,8,1,3
580,2020-03-11,Tennessee,8,0,1
581,2020-03-11,Texas,33,0,2
582,2020-03-11,Utah,5,0,1
583,2020-03-11,Vermont,2,0,1
584,2020-03-11,Virginia,10,0,2
585,2020-03-11,Washington,338,29,59
586,2020-03-11,Wisconsin,6,0,3
587,2020-03-11,Wyoming,1,0,1
588,2020-03-12,Alaska,1,0,1
589,2020-03-12,Arizona,9,0,0
590,2020-03-12,Arkansas,6,0,5
591,2020-03-12,California,252,4,50
592,2020-03-12,Colorado,49,1,15
593,2020-03-12,Connecticut,6,0,3
594,2020-03-12,Delaware,4,0,3
595,2020-03-12,District of Columbia,10,0,0
596,2020-03-12,Florida,46,2,20
597,2020-03-12,Georgia,31,1,0
598,2020-03-12,Hawaii,2,0,0
599,2020-03-12,Illinois,32,0,7
600,2020-03-12,Indiana,12,0,1
601,2020-03-12,Iowa,16,0,2
602,2020-03-12,Kansas,5,1,4
603,2020-03-12,Kentucky,11,0,4
604,2020-03-12,Louisiana,14,0,1
605,2020-03-12,Maine,1,0,1
606,2020-03-12,Maryland,13,0,0
607,2020-03-12,Massachusetts,108,0,13
608,2020-03-12,Michigan,12,0,10
609,2020-03-12,Minnesota,9,0,4
610,2020-03-12,Mississippi,1,0,0
611,2020-03-12,Missouri,2,0,1
612,2020-03-12,Nebraska,24,0,1
613,2020-03-12,Nevada,11,0,4
614,2020-03-12,New Hampshire,6,0,1
615,2020-03-12,New Jersey,29,1,6
616,2020-03-12,New Mexico,6,0,2
617,2020-03-12,New York,326,0,109
618,2020-03-12,North Carolina,16,0,8
619,2020-03-12,North Dakota,1,0,0
620,2020-03-12,Ohio,5,0,1
621,2020-03-12,Oklahoma,2,0,0
622,2020-03-12,Oregon,30,0,10
623,2020-03-12,Pennsylvania,22,0,6
624,2020-03-12,Rhode Island,5,0,0
625,2020-03-12,South Carolina,12,0,2
626,2020-03-12,South Dakota,8,1,0
627,2020-03-12,Tennessee,18,0,10
628,2020-03-12,Texas,41,0,8
629,2020-03-12,Utah,7,0,2
630,2020-03-12,Vermont,2,0,0
631,2020-03-12,Virginia,17,0,7
632,2020-03-12,Washington,419,32,81
633,2020-03-12,Wisconsin,8,0,2
634,2020-03-12,Wyoming,1,0,0
635,2020-03-13,Alabama,6,0,6
636,2020-03-13,Alaska,1,0,0
637,2020-03-13,Arizona,9,0,0
638,2020-03-13,Arkansas,7,0,1
639,2020-03-13,California,320,5,68
640,2020-03-13,Colorado,78,2,29
641,2020-03-13,Connecticut,11,0,5
642,2020-03-13,Delaware,4,0,0
643,2020-03-13,District of Columbia,10,0,0
644,2020-03-13,Florida,70,2,24
645,2020-03-13,Georgia,41,1,10
646,2020-03-13,Hawaii,2,0,0
647,2020-03-13,Idaho,1,0,1
648,2020-03-13,Illinois,46,0,14
649,2020-03-13,Indiana,12,0,0
650,2020-03-13,Iowa,17,0,1
651,2020-03-13,Kansas,6,1,1
652,2020-03-13,Kentucky,11,0,0
653,2020-03-13,Louisiana,36,0,22
654,2020-03-13,Maine,2,0,1
655,2020-03-13,Maryland,18,0,5
656,2020-03-13,Massachusetts,123,0,15
657,2020-03-13,Michigan,25,0,13
658,2020-03-13,Minnesota,14,0,5
659,2020-03-13,Mississippi,6,0,5
660,2020-03-13,Missouri,4,0,2
661,2020-03-13,Montana,4,0,4
662,2020-03-13,Nebraska,27,0,3
663,2020-03-13,Nevada,19,0,8
664,2020-03-13,New Hampshire,7,0,1
665,2020-03-13,New Jersey,50,1,21
666,2020-03-13,New Mexico,10,0,4
667,2020-03-13,New York,421,0,95
668,2020-03-13,North Carolina,18,0,2
669,2020-03-13,North Dakota,1,0,0
670,2020-03-13,Ohio,13,0,8
671,2020-03-13,Oklahoma,3,0,1
672,2020-03-13,Oregon,30,0,0
673,2020-03-13,Pennsylvania,41,0,19
674,2020-03-13,Rhode Island,20,0,15
675,2020-03-13,South Carolina,13,0,1
676,2020-03-13,South Dakota,9,1,1
677,2020-03-13,Tennessee,26,0,8
678,2020-03-13,Texas,58,0,17
679,2020-03-13,Utah,7,0,0
680,2020-03-13,Vermont,2,0,0
681,2020-03-13,Virginia,30,0,13
682,2020-03-13,Washington,511,37,92
683,2020-03-13,Wisconsin,19,0,11
684,2020-03-13,Wyoming,2,0,1
685,2020-03-14,Alabama,12,0,6
686,2020-03-14,Alaska,1,0,0
687,2020-03-14,Arizona,12,0,3
688,2020-03-14,Arkansas,9,0,2
689,2020-03-14,California,381,5,61
690,2020-03-14,Colorado,103,2,25
691,2020-03-14,Connecticut,20,0,9
692,2020-03-14,Delaware,4,0,0
